# gameid,levelid,screen,fingerprint
18612,00F,7,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2d100000000000000000000d1d1000000d200000000000000000000d2d2000000d300000000000000000000d3d3000000d400000000000000000000d4d4000000d500000000000000000000d5d5000000d600000000000000000000d6d6000000d700000000000000000000d7d7000000d800000000000000000000d2d8000000d900000000000000000000f5d9000000da0000000000000000000000da000000d20000000000000000000000d2000000000000000000000000000000f500000000000000000000000000000000000000000000000000000000000000000000f4000000000000000000000000000000d0000000000000000000000000000000d1000000000000000000000000000000d2000000000000000000000000000000d3
18612,00F,8,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200000000d1d10000d100000000d1d10000000000d2d20000d200000000d2d20000000000d3d30000d200000000d3d30000000000d4d400000000000000d4d40000000000d2d500000000000000d5d2000000000000d600000000000000d6f5000000000000d700000000000000d700000000000000d200000000f40000d200010000000000f50000050607000000070800000000000000000809d00000d00e0f00000000000000000b0cd10000d1151600040005000000000e0fd20000d21c1d00140015000000001112d30000f5232400150016000000001415d40000002a2bf0f1f2f3f20000001718d500000031321011d110110000001a1bd600020304393b3cd23b3c0000001d1ed700050607003d3ed33d3e0000002021d80008090a00
18612,00F,9,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2000000000000d1d1000000d1d100d1d1000000000000d2d2000000d2d200d2d2000000000000d3d3000000d3d300d3d3000000000000d4d4000000d4d400d4d4000000000000d2d5000000d5d500d5d500000000000000d6000000d6d600d6d6000000f4000000d7000000d2d700d2d7000000d0000000d800000000d80000d8000000d1000000d900000000d20000d9000000d2000000d200000000f50000d2000000d3000000f50000000000000000000000d4000000000000000000000003000000d5000000000102030000000000000000d6000000040001020304050607000000d70000000808090a0b0c0d0e0f000000d80000000c1011121314151617000000d90000001018191a1b1c1d1e1f000000da000000142021222324252627
18612,00F,10,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2d100d1000000000000000000d1d1d100d200d2000000000000000000d2d2d200d300d3000000000000000000d3d3d300d400d4000000000000000000d4d4d400d500d5000000000000000000d5d5d500d600d6000000000000000000d6d6d600d700d7000000000000000000d7d7d200d800d8000000000000000000d8d80000d200d2000000000000000000d9d900000000f5000000000013000000d2da000000001f000000000000000000f5db0000000020f90000000000000000303100000000210000000000000000003233000000f92200000000000000000034350000000023000000000000000000363700000000f4000000000000000000383900000000d00000000000000000003a3b00000000d10000000000000000003c3d0000
18612,00F,11,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200d100d1d1d10000d1d10000d1d1000000d200d2d2d20000d2d20000d2d2000000d300d3d3d30000d3d30000d3d3000000d400d4d2d40000d4d20000d4d4000000d50fd2f5d50000d5f50000d5d5000000d6000001d20000d2000000d6d6000000d70003040500000f00000000d7020000d81f2021f0f1f2d01f2021d0d2050000d2000000000000d2000000d10c00000000000000000000f5000000d20a000000000000000000000f0000000000000000000000000000001000000000000000000000000000000011000000000000000000000000000000f4000000000000000000000000000000d000000000000000000000001f200000d100000f101113140000000000000000d2000000000000000000000000000000d300000000000000
18612,00F,12,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef20000d10000d1d10000000000d1d1d1000000d20000d2d20000000000d2d2d2000000d30000d3d30000000000d3d3d3000000d40000d4d40000000000d2d2d2000000d50000d5d50000000000000000000000d60000d6d60000000000000000000000d70000d7d70000000000000000000000d80000d2d80000000000000010000000d9000000d20200000000000011000000d2000003040500000000000012000000f5000000000000000000000013000000000000000000000000000000140000000000000000000000000000001500000000000000000000000000000016000000000000000000000000000000170000000000000000001f202100000018000000000000000000000000000000190000000000000000000000000000000000
18612,00F,13,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2000000000000000000d1d100000000d1000000000000000000d2d200000000d2000000000000000000d3d300000000d3000000000000000000d4d400000000d4000000000000000000d2d500000000d5000000000000000000f5d600000000d600000000000000000000d700000000d700000000000000000000d200000000d2000000f4f5f600000000f50000000000000010f000000000000000000000000000001213d0000000000000000000000000f41415d2000000000000000000000000d016f4101112fa0000000000000f1000d118d013141500000000000000000000d21ad1d0131415161718191a1b1c1d00d31cd2d1000000000000000000000000d41ed3d2000000000000000000000000d520d4d30000000000000000000000
18612,00F,14,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2d1000000d1d100d1d10000d1d100d100d2000000d2d200d2d20000d2d200d203d3000000d3d300d3d30000d3d300d3ffd4000000d4d400d2d40000d4d400d200d5000000d5d20000d50000d5d5000000d6000000d6f50000d20000d6d6000000d2000000d7000000f50000d2d200000000010200d20000000f00000c0000000003040500f50000001000000a0000000000000000000000001100000000000000000000000000000012000000000000000000000000000000f4000000000000000000000000000000d0000000000000000000000000000000d100001f202100000000000000000000d2000000000000000000000000000000d3000000000000000000000000000000d4000000000000000000000000000000d500000000000000
18612,00F,15,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200000f000000d10000000000000000000000d0d0d0d0d20000000000000000000000d1d1d2d1d30000000000000000000000d2d200d2d4000000000000000000000000d20000d5000000000000000000000000000000d6000000000000000000000000000000d2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f400000000001f000000001f00000000d0000000000000000000000000000000d1000000000000000000000000000000d20000f00000000000000000000001020405060506000000000000000003040503050607080000000000000009060708070e0f1011
18612,00F,16,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f00000f00000f00000f00000f000001011d11011d11011d11011d11011d1103b3cd20000d23b3cd20000d23b3cd2003d3ed30000d33d3ed30000d33d3ed300
18612,012,0,v1:18191b1c0000000000000000910818191a1b000a00000b0a000b00000000282919001c0b0000000b000000fcfa0000003536000c0c000000000000009200000037380000000000000000000092000000393a1a0000000000000000000000000018191a1b1c1d1e1f202123240000000022232425262728292a2b00000000000000000000000000000000000000000000000000000000000000000000900000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a00000b0a000b0a00000000000000000b0000000b00000b00910000000000000c0000000000000c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
18612,015,0,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2d1d1d1000000000000000000d1d10000d2d2d2000000000000000000d2d20000d3d3d3000000000000000000d3d30000d4d4d4000000000000000000d4d40000d5d5d5000000000000000000d5d50000d2d6d6000000000000000000d6d6000000d7d2000000000000000000d2d7000000d80000000000000000000000d8000000d20000000000000000000000d2000000000000000000000000000000f5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f2f000000000000000000000000000001011d1000000000000000000000000003b3cd2000000000000000000000000003d3ed300000000000000000000000000
18612,015,1,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200d100d100d1d1000000000000d1000000d200d200d2d2000000000000d2000000d300d300d3d3000000000000d3000000d400d400d4d4000000000000d4000000d500d500d5d5000000000000d5000000d600d600d6d6000000000000d6000000d700d700d7d2000000000000d2000000d200d800d200000000000000000102000001d900f50000000000000003040500030405001f00000000000000000000000000f5002000000000000000000000000000000021ac0000000000000000000000000000220000000000000000000000000000ac230000000000000000000000000000002400000708090a050600000000000000f400070b0c0d0e0c0d07000000000000d0000e0f10111213140f000000000000d10015131415161a1b1700
18612,015,2,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef20000000000d1000000000000000000d10000000000d2000000000000000000d20000000000d3000000000000000000d30000000000d4000000000000000000d40000000000d5000000000000000000d50000000000d2000000000000000000d60000000000f5000000000000000000d7000000000000000000000000000000d8000000000000000000f40000000000d9000000000000000000d00000000000da0000f4000000000000d10000000000d20000d0000000000000d2f400000000f50000d1000000000000d3d000000000000000d2f40001020304d4d104050607080000d3d00005060708d5d211121314150000d4d100090a0b0cd6d31e1f2021220000d5d2000d0e0f10d7d42b0304052f0000d6d30011121314d8d5380607083c
18612,015,3,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2d1000000000000d1d1000000d1d10000d2000000000000d2d2000000d2d20000d3000000000000d3d3000000d3d30000d4000000000000d4d4000000d4d40000d5000000000000d5d5000000d5d50000d6000000000000d6d6000000d6d60000d7000000000000d2d7000000d7d70000d200000000000000d8000000d2d800000000000000000000d200000000d200000000000000000000000102000000000000000000000000000304050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f1011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
18612,015,4,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200d1000000000000d1d10000d100000000d2000000000000d2d20000d200000000d3000000000000d3d30000d300000000d4000000000000d4d40000d400000000d5000000000000d2d50000d500000000d200000000000000d20000d600000000f500000000000000000102d20000000000000000000000000304050000000000000000f4000000000000000000000000000000d00000000000000000000000000000f4d10000000000000000000000000000d0d200000000f4000000f40000000000d1d300000000d0000000d00000000000d2d400000000d1000000d20000000000d2d200010203d205020304000000000001020708090ad30c050607000000000004050e0f1011d41308090a0000000000070815161718d51a0b0c0d0000
18612,015,5,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200d100000000000000000000d1d100d100d200000000000000000000d2d200d200d300000000000000000000d3d300d300d200000000000000000000d4d400d400f500000000000000000000d5d500d5000000000000000000000000d6d600d6000000000000000000000000d7d700d2000000000000000000000000d2d800f500f400000000000000000000f5d2000000d00000000000000000000000f5000100d1000000000000f40000020304070800d20000000000f4d000000506070e0ff4d30000000000d0d1000008090a1516d0d40000000102d2d200000b0c0d1c1dd1d5000003040500d300000e0f102324d2d6000006070800d400000102030405d3d70000090a0b00d5000708090a0b0cd4d800000c0d0e000001020f10111213
18612,015,6,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200d100000000000000000000000000d100d200000000000000000000000000d200d300000000000000000000000000d300d400000000000000000000000000d400d500000000000000000000000000d500d600000000000000000000000000d600d700000000000000000000000000d700d800000000000000000000000000d200d900000000000000000000000000f500d200000000000000f400000000000000f500000000000000d0000000000000000000000000000000d10000000000000000000000000000f4d20000000000000000000000000000d0d30000000000000000000000000000d1d40000000000000000000000000000d2d50000000000000000000000000000d3d60000000000000000000000000000d4d7000000000000
18612,015,7,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2d100000000000000000000d1d1000000d200000000000000000000d2d2000000d300000000000000000000d3d3000000d400000000000000000000d4d4000000d500000000000000000000d5d5000000d600000000000000000000d6d6000000d700000000000000000000d7d7000000d800000000000000000000d2d8000000d900000000000000000000f5d9000000da0000000000000000000000da000000d20000000000000000000000d2000000000000000000000000000000f500000000000000000000000000000000000000000000000000000000000000000000f4000000000000000000000000000000d0000000000000000000000000000000d1000000000000000000000000000000d2000000000000000000000000000000d3
18612,015,8,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200000000d1d10000d100000000d1d10000000000d2d20000d200000000d2d20000000000d3d30000d200000000d3d30000000000d4d400000000000000d4d40000000000d2d500000000000000d5d2000000000000d600000000000000d6f5000000000000d700000000000000d700000000000000d200000000f40000d200010000000000f50000050607000000070800000000000000000809d00000d00e0f00000000000000000b0cd10000d1151600040005000000000e0fd20000d21c1d00140015000000001112d30000f5232400150016000000001415d40000002a2bf0f1f2f3f20000001718d500000031321011d110110000001a1bd600020304393b3cd23b3c0000001d1ed700050607003d3ed33d3e0000002021d80008090a00
18612,015,9,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2000000000000d1d1000000d1d100d1d1000000000000d2d2000000d2d200d2d2000000000000d3d3000000d3d300d3d3000000000000d4d4000000d4d400d4d4000000000000d2d5000000d5d500d5d500000000000000d6000000d6d600d6d6000000f4000000d7000000d2d700d2d7000000d0000000d800000000d80000d8000000d1000000d900000000d20000d9000000d2000000d200000000f50000d2000000d3000000f50000000000000000000000d4000000000000000000000003000000d5000000000102030000000000000000d6000000040001020304050607000000d70000000808090a0b0c0d0e0f000000d80000000c1011121314151617000000d90000001018191a1b1c1d1e1f000000da000000142021222324252627
18612,015,10,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2d100d1000000000000000000d1d1d100d200d2000000000000000000d2d2d200d300d3000000000000000000d3d3d300d400d4000000000000000000d4d4d400d500d5000000000000000000d5d5d500d600d6000000000000000000d6d6d600d700d7000000000000000000d7d7d200d800d8000000000000000000d8d80000d200d2000000000000000000d9d900000000f5000000000013000000d2da000000001f000000000000000000f5db0000000020f90000000000000000303100000000210000000000000000003233000000f92200000000000000000034350000000023000000000000000000363700000000f4000000000000000000383900000000d00000000000000000003a3b00000000d10000000000000000003c3d0000
18612,015,11,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200d100d1d1d10000d1d10000d1d1000000d200d2d2d20000d2d20000d2d2000000d300d3d3d30000d3d30000d3d3000000d400d4d2d40000d4d20000d4d4000000d50fd2f5d50000d5f50000d5d5000000d6000001d20000d2000000d6d6000000d70003040500000f00000000d7020000d81f2021f0f1f2d01f2021d0d2050000d2000000000000d2000000d10c00000000000000000000f5000000d20a000000000000000000000f0000000000000000000000000000001000000000000000000000000000000011000000000000000000000000000000f4000000000000000000000000000000d000000000000000000000001f200000d100000f101113140000000000000000d2000000000000000000000000000000d300000000000000
18612,015,12,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef20000d10000d1d10000000000d1d1d1000000d20000d2d20000000000d2d2d2000000d30000d3d30000000000d3d3d3000000d40000d4d40000000000d2d2d2000000d50000d5d50000000000000000000000d60000d6d60000000000000000000000d70000d7d70000000000000000000000d80000d2d80000000000000010000000d9000000d20200000000000011000000d2000003040500000000000012000000f5000000000000000000000013000000000000000000000000000000140000000000000000000000000000001500000000000000000000000000000016000000000000000000000000000000170000000000000000001f202100000018000000000000000000000000000000190000000000000000000000000000000000
18612,015,13,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2000000000000000000d1d100000000d1000000000000000000d2d200000000d2000000000000000000d3d300000000d3000000000000000000d4d400000000d4000000000000000000d2d500000000d5000000000000000000f5d600000000d600000000000000000000d700000000d700000000000000000000d200000000d2000000f4f5f600000000f50000000000000010f000000000000000000000000000001213d0000000000000000000000000f41415d2000000000000000000000000d016f4101112fa0000000000000f1000d118d013141500000000000000000000d21ad1d0131415161718191a1b1c1d00d31cd2d1000000000000000000000000d41ed3d2000000000000000000000000d520d4d30000000000000000000000
18612,015,14,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2d1000000d1d100d1d10000d1d100d100d2000000d2d200d2d20000d2d200d203d3000000d3d300d3d30000d3d300d3ffd4000000d4d400d2d40000d4d400d200d5000000d5d20000d50000d5d5000000d6000000d6f50000d20000d6d6000000d2000000d7000000f50000d2d200000000010200d20000000f00000c0000000003040500f50000001000000a0000000000000000000000001100000000000000000000000000000012000000000000000000000000000000f4000000000000000000000000000000d0000000000000000000000000000000d100001f202100000000000000000000d2000000000000000000000000000000d3000000000000000000000000000000d4000000000000000000000000000000d500000000000000
18612,015,15,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef200000f000000d10000000000000000000000d0d0d0d0d20000000000000000000000d1d1d2d1d30000000000000000000000d2d200d2d4000000000000000000000000d20000d5000000000000000000000000000000d6000000000000000000000000000000d2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f400000000001f000000001f00000000d0000000000000000000000000000000d1000000000000000000000000000000d20000f00000000000000000000001020405060506000000000000000003040503050607080000000000000009060708070e0f1011
18612,015,16,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f1f2f3f4f5f6f7f8f9fafbfcfdfef2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f00000f00000f00000f00000f000001011d11011d11011d11011d11011d1103b3cd20000d23b3cd20000d23b3cd2003d3ed30000d33d3ed30000d33d3ed300
18612,01A,0,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c1e0000000000000000
18612,01B,0,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d0d20000000000000000000000000000d1d30000000000001b00001c00000000d2d4000000001c1e0000001b00000000d3d50000000000000000000000000000e0e200001b000000
18612,01B,1,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d0d20000000000000000000000000000d1d30000000000000000000000000000e0e20000001c1e001bff0000001c1e009d0b000000000000000000000000000000000000000000000000000000000000
18612,01B,2,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d0d20000000000000000000000000000d1d30000000000000000001c1e1b0000d2d40000000000000000000000000000d3d50000001c00000000000000000000d4d62000
18612,01B,3,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002022ff1b1c0000009d1c00000000000000001f0000000000000000000000001b00001c1e66676800009c00000000
18612,01B,4,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001b000000001b000000001c1e00001c000000000000000000000000000000000000000000000000009d00000000000000
18612,01B,5,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ff0000202200000000000000000000001f0000404200000000000000000000000000009d9e0000000000
18612,01B,6,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001b0000001c00000000000000001c0000000000001bff00000000000000001b0000001c0000000000000000000000ff
18612,01B,7,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001b00001c1e00002022ff1c1e000000202200002022000040421f000000000000000000404200001b00000000000000
18612,020,0,v1:535455565758595a5b5c5d5e5f606162666768696a6b6c6d6e6f707172737475797a7b7c7d7e7f8081828384858687888c8d8e8f909192939495969798999a9b9fa0a1a2a3a4a5a6a7a8a9aaabacadaeb2b3b4b5b6b7b8b9babbbcbdbebfc0c1c5c6c7c8c9cacbcccdcecfd0d1d2d3d4d8d9dadbdcdddedfe0e1e2e3e4e5e6e7ebecedeeeff0f1f2f3f4f5f6f7f8f9fafeff000102030405060708090a0b0c0d1112131415161718191a1b1c1d1e1f20242526272829000102030a0b303132000506070800000001020304056a6b0020090a0b0c0900060708090a0b14150f2d0d0e0f100e050c0d0e0f101123241e3a11121314131412131415161732332d6215161718182318191a1b1c1d41423c65191a1b1c1d031e1f2021222350514b611e1f202122121c1d1e1f1761601a1b234b4c1e1f20212223242526407071727316172d2e2f3031323334354d767778791b1c3c3d3e3f40414243445a7c7d7e7f00004b4c4d4e4f50515253678283848500000000000000000203047488898a8b02030460060708090a0b0c0001020304121314101112131415191a0708090a0b161718161718191a1b27280e0f101112
18612,020,1,v1:000000cccdcecf000000000000000000000000d0d1d2d3000000000000000000000000d4d5d6d7000000000000000000000000d8d9dadb000000000000000000000000dcdddedf000000000000000000000000e0e1e2e3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050607080000000000000000000000000001020306000108090a0b0c00000000000166670405110d0e0f10116a6b6c00060708090a0b1e12131415162425260f000102030405061718191a1b0c0d0e1e0f1011121314651c1d1e1f201b1c1d2d1e1f202122232421222324252a2b2c3c2d2e2f303132333435369e38393a3b4b3c3d3e3f404142434445604748494a0d4b4c4d4e4f505152535463561011121300000f1011121314151617181d1e1f2000011e1f20212223240002032a2b2c2d00012d2e2f30313233610102030405040f103c3d3e3f404142101112131413141e1f4b4c4d4e4f50511d151617182124
18612,020,2,v1:cfd0d1d2000000000000000000000000d3d4d5d6000000000000000000000000d7d8d9da000000000000000000000000dbdcddde000000000000000000000000dfe0e1e2000000000000000000000000e3e4e5e60000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010203040000001415161700030405050607080915161718191a1b1c0708090a0b0c0d0e22232425262728290b0c0d0f101112132f303132333435360f101114151617183c3d3e3f40414243131415191a1b1c1d494a20212223fa252627281e1f20212256572d2e2f30313233343523242526274e4f3a3b3c3d3e3f404142003c3d3e3f40416291494a4b4c4d4e4f004b4c4d4e4f50000102030405060708000000002e2f300f1011121314151617000000000001021e1f202122232425260708090a0b0c0d2d2e2f3031323334350708090a191a1b3c3d3e3f4041424344
