moderated,time,date,gameid,name,demo,sa1,collab,author,authors,submitter,combinedtype,length,fields_type,difficulty,warnings,url,section,tags,bps_files,json_files,data_txid
,1771870558,,41768,Kirby quest:To brazil [SMWC-Waiting 2026-02-23],Yes,No,No,UGAGA MAN,UGAGA MAN,UGAGA MAN,Standard: Newcomer (diff_1) (standard),3 exit(s),Standard,Newcomer,,/?p=section&a=details&id=41768,smwhacks,"['demo', 'kirby', 'smwc-waiting']",['4a33ec6541c9afd2bc032c977975a565f00d74f3.bps'],['4a33ec6541c9afd2bc032c977975a565f00d74f3.json'],ApCzqwkW2tiAcX4T2bKkqm_zlYHJgbKwLjKm16JTkOA
,1771778682,,41743,Shell Or Die [SMWC-Waiting 2026-02-22],No,No,No,BielDusty,BielDusty,BielDusty,Kaizo: Master (diff_6) (kaizo),15 exit(s),Kaizo,Master,,/?p=section&a=details&id=41743,smwhacks,['smwc-waiting'],['ba76b307e05cbddc7f39a99a2cf23028445ecc7e.bps'],['ba76b307e05cbddc7f39a99a2cf23028445ecc7e.json'],Z8FohyJfdLs5FXrffYAdK020dLNV7ZmPXwXjYWpXMB0
,1771759007,,41739,The Crimson Castle [SMWC-Waiting 2026-02-22],No,No,No,Redspyda9,Redspyda9,Redspyda9,Kaizo: Master (diff_6) (kaizo),13 exit(s),Kaizo,Master,,/?p=section&a=details&id=41739,smwhacks,"['custom music', 'vanilla', 'smwc-waiting']",['4639af591be7a64d8840cdb976d9b9d93445ebba.bps'],['4639af591be7a64d8840cdb976d9b9d93445ebba.json'],wOWpEuMUv3jlbiqTWAPHXV-Hx0quMQPGnNG03SLdWG8
,1771723865,,41728,Lazycro [SMWC-Waiting 2026-02-22],No,No,No,MarioFan1337,MarioFan1337,MarioFan1337,Kaizo: Advanced (diff_4) (kaizo),26 exit(s),Kaizo,Advanced,,/?p=section&a=details&id=41728,smwhacks,"['custom asm', 'custom graphics', 'custom music', 'gimmick', 'smwc-waiting']",['f0aaa59b1012273c2fb1788db6bf1de0667a4ca8.bps'],['f0aaa59b1012273c2fb1788db6bf1de0667a4ca8.json'],0CAG_x8QAWOOx9I0HEhQ98fB1bzELfI7O9_nTGlzpv8
,1771593677,,41696,Walkabout [SMWC-Waiting 2026-02-20],No,No,No,SgN4T4N,SgN4T4N,SgN4T4N,Standard: Intermediate (diff_3) (standard),33 exit(s),Standard,Intermediate,,/?p=section&a=details&id=41696,smwhacks,"['custom music', 'no boss', 'traditional', 'smwc-waiting']",['c6b7ca7ef563c5a4202071398984efd5544a5af1.bps'],['c6b7ca7ef563c5a4202071398984efd5544a5af1.json'],zREAi8rUQV84GPAeWDpqrUp0BTyBWH4GFQ2R-JojaLo
,1771458055,,41657,SMW Voce Pode Pegar Todas? [SMWC-Waiting 2026-02-18],Yes,No,No,Total Player Silva,Total Player Silva,Total Player Silva,Puzzle: Advanced (diff_4) (puzzle),7 exit(s),Puzzle,Advanced,,/?p=section&a=details&id=41657,smwhacks,"['glich', 'metroidvania', 'puzzle', 'smwc-waiting']",['251c7f275dd107cc8a49320082d2ad7bf795855d.bps'],['251c7f275dd107cc8a49320082d2ad7bf795855d.json'],1oqX7FjtN-vrtkWOMV7lelVOZ5Be9IahCC0sxD2mQl0
,1771403138,,41627,TaleSpin [SMWC-Waiting 2026-02-18],No,No,No,uriel2k3,uriel2k3,uriel2k3,Kaizo: Grandmaster (diff_7) (kaizo),11 exit(s),Kaizo,Grandmaster,,/?p=section&a=details&id=41627,smwhacks,"['cape', 'kaizo', 'no boss', 'yoshi', 'smwc-waiting']",['e773bfe3a6b5f78437322b7de2273032b0dbb518.bps'],['e773bfe3a6b5f78437322b7de2273032b0dbb518.json'],ActlR7_U0mmFjL65jtmrZjg0qADEuHWOq3tUzYyvdkM
,1771013462,,41586,No exit theory [SMWC-Waiting 2026-02-13],No,No,No,Pizzagamer9791,Pizzagamer9791,Pizzagamer9791,Kaizo: Grandmaster (diff_7) (kaizo),7 exit(s),Kaizo,Grandmaster,,/?p=section&a=details&id=41586,smwhacks,"['hard', 'shell', 'smwc-waiting']",['59c1650f340b534bb95e328949eb6e030b14d2c3.bps'],['59c1650f340b534bb95e328949eb6e030b14d2c3.json'],8PBcSQlbWg-9TRrF5XcfBG8ocNH6z-crx-sndwxU_Og
,1770873447,,41573,Lazycro [SMWC-Waiting 2026-02-12],No,No,No,MarioFan1337,MarioFan1337,MarioFan1337,Kaizo: Advanced (diff_4) (kaizo),26 exit(s),Kaizo,Advanced,,/?p=section&a=details&id=41573,smwhacks,"['custom asm', 'custom graphics', 'custom music', 'gimmick', 'smwc-waiting']",['2c2939081049da88a953d0a6ae4288a49adea899.bps'],['2c2939081049da88a953d0a6ae4288a49adea899.json'],8wUDe3uuP3TRuhG8AROgsL8B0JUxOvDeyhgjMKs3iJQ
,1770869054,,41570,Song's to Die to [SMWC-Waiting 2026-02-12],No,No,No,YukiHidden,YukiHidden,YukiHidden,Kaizo: Expert (diff_5) (kaizo),9 exit(s),Kaizo,Expert,crude_content,/?p=section&a=details&id=41570,smwhacks,"['custom mus', 'gimmick', 'horror', 'shell', 'smwc-waiting']",['8f4f7d05f58b1a6cfe3ac55b256795e3b4bc97c6.bps'],['8f4f7d05f58b1a6cfe3ac55b256795e3b4bc97c6.json'],QBeVDDBqZ9A9fAfQ2cHa-wPs1YaT1lVo2LYyctO6_JA
,1770691346,,41560,Super Maizen Sisters 3: Our Friend Maron. [SMWC-Waiting 2026-02-10],No,No,No,thatwaterblockrk,thatwaterblockrk,thatwaterblockrk,Standard: Intermediate (diff_3) (standard),47 exit(s),Standard,Intermediate,,/?p=section&a=details&id=41560,smwhacks,"['are', 'best song', 'block', 'good', 'long game', 'okay', 'that', 'traditional', 'two players', 'water', 'smwc-waiting']",['e8d39a3e6c67984317cce696fab8dd47b56bea81.bps'],['e8d39a3e6c67984317cce696fab8dd47b56bea81.json'],Lp6iJi787oEIo6uAJ1hnhYZUFJuLs0pXr92nY5Gd5HI
,1770156044,,41532,Obstacle Courses for Anti-Gravity Horses [SMWC-Waiting 2026-02-03],No,No,Yes,IkeSMB,"IkeSMB, NixKillsMyths, flips_bad, magicker72",NixKillsMyths,"Standard, Kaizo: Grandmaster (diff_7) (standard, kaizo)",13 exit(s),"Standard, Kaizo",Grandmaster,,/?p=section&a=details&id=41532,smwhacks,"['cape', 'custom music', 'gauntlet', 'gimmick', 'glitch', 'no boss', 'non-platformer', 'yoshi', 'smwc-waiting']",['88199c59b6d7437040b7f101acf8202155df1ef8.bps'],['88199c59b6d7437040b7f101acf8202155df1ef8.json'],QCk97xQjWe9wtoOh6mTo8IRLj6Se4vs4c21w1LOpmjk
,1770141294,,41531,Super Duper Mario World DEMO [SMWC-Waiting 2026-02-03],Yes,Yes,No,SuperWaluigiBro,SuperWaluigiBro,SuperWaluigiBro,Standard: Intermediate (diff_3) (standard),10 exit(s),Standard,Intermediate,,/?p=section&a=details&id=41531,smwhacks,"['custom music', 'gimmick', 'smwc-waiting']",['a9f36cc018590fb6d616f1744ff4c7c8f11d10c2.bps'],['a9f36cc018590fb6d616f1744ff4c7c8f11d10c2.json'],VUn77-jk3Fy7i4ybsGcIYCjHz8eo3tnyW8F0rXvNWE0
,1770141085,,41530,Super AgeVerrly World [SMWC-Waiting 2026-02-03],No,No,No,ageVerrly,ageVerrly,ageVerrly,Kaizo: Grandmaster (diff_7) (kaizo),39 exit(s),Kaizo,Grandmaster,"suggestive_content, crude_content, photosensitivity, sexual_content, violence",/?p=section&a=details&id=41530,smwhacks,"['custom music', 'gauntlet', 'glitch', 'joke', 'precision', 'vanilla', 'variety', 'smwc-waiting']",['bfc99e892b7345b1736c906f3dfd3745916f07fa.bps'],['bfc99e892b7345b1736c906f3dfd3745916f07fa.json'],20iLM48dTPkxIyk3lmfZmfIN79eaDQGkx2rFwN2h_MQ
,1769899013,,41515,Jumpscare [SMWC-Waiting 2026-01-31],No,Yes,No,Gasterus155,Gasterus155,Gasterus155,Kaizo: Master (diff_6) (kaizo),12 exit(s),Kaizo,Master,,/?p=section&a=details&id=41515,smwhacks,"['custom', 'do not play it if you dont like trolls', 'maaaaaaaaariiiiiiiiiiiiiiiisssssssssaaaaaaaaa', 'music', 'troll', 'smwc-waiting']",['ee75a061ea99a0b324bd6c7b6d76b49adef0a0d0.bps'],['ee75a061ea99a0b324bd6c7b6d76b49adef0a0d0.json'],q7eZ1R1bb_6oPXXyGZG4quUC5GasYG99AlW700gXQPU
,1769092483,,41467,Super Ordinary World [SMWC-Waiting 2026-01-22],No,Yes,No,Pottsie,Pottsie,Pottsie,Kaizo: Advanced (diff_4) (kaizo),14 exit(s),Kaizo,Advanced,,/?p=section&a=details&id=41467,smwhacks,"['platformer', 'shell stuff', 'smwc-waiting']",['3e0eb9c65e9ccb5d9f90a5602a99f15392c93515.bps'],['3e0eb9c65e9ccb5d9f90a5602a99f15392c93515.json'],esBiQQ7E1Gn9Rq9vmmUQP2AHZvmptr6eSNBtRgTgDvA
,1768746503,,41441,Super Ordinary World [SMWC-Waiting 2026-01-18],No,Yes,No,Pottsie,Pottsie,Pottsie,Kaizo: Advanced (diff_4) (kaizo),14 exit(s),Kaizo,Advanced,,/?p=section&a=details&id=41441,smwhacks,"['kaizo', 'platformer', 'shell stuff', 'smwc-waiting']",['a89b55934eec688d3ecf9076fec64d7c4a9eef1c.bps'],['a89b55934eec688d3ecf9076fec64d7c4a9eef1c.json'],WKsHxA-IEHg4Gu1v1pSZKlW26Y1Omp8lyfIwFCPbsnk
,1768730340,,41440,Shell'S 4 KidUlt'S [SMWC-Waiting 2026-01-18],No,No,No,nets,nets,nets,Kaizo: Expert (diff_5) (kaizo),4 exit(s),Kaizo,Expert,,/?p=section&a=details&id=41440,smwhacks,"['kaizo', 'shells', 'smwc-waiting']",['2e687c5c0de37d92781b53d5695ca5a7735bc73c.bps'],['2e687c5c0de37d92781b53d5695ca5a7735bc73c.json'],49Zf2Jt3X8ffvPE7uvQSLJlfWopapdcJd1nY229vV5Y
,1768604657,,41434,Super Mario Super Quest Demo V.2 [SMWC-Waiting 2026-01-16],Yes,No,No,Greeeen,Greeeen,Greeeen,Standard: Casual (diff_2) (standard),24 exit(s),Standard,Casual,,/?p=section&a=details&id=41434,smwhacks,['smwc-waiting'],['fca8da14353877559899c944f8480fadb76e7f7a.bps'],['fca8da14353877559899c944f8480fadb76e7f7a.json'],3wVF8FK8SFbsVvek4E4fOw5E2WlCnjNF2b-Ae1EmjGg
,1768523728,,41429,Valuable and Beautiful [SMWC-Waiting 2026-01-16],No,No,No,CarlSagan42,CarlSagan42,CarlSagan42,Kaizo: Master (diff_6) (kaizo),11 exit(s),Kaizo,Master,,/?p=section&a=details&id=41429,smwhacks,['smwc-waiting'],['4821422731ec7f2dabe62e8ab396967dce27ad9c.bps'],['4821422731ec7f2dabe62e8ab396967dce27ad9c.json'],osmRydFEeviQW2kYa1HsaDjhj1pOCBYMbQAqa9n9O9M
,1768442636,,41421,Super Ordinary World [SMWC-Waiting 2026-01-15],No,Yes,No,Pottsie,Pottsie,Pottsie,Kaizo: Advanced (diff_4) (kaizo),14 exit(s),Kaizo,Advanced,,/?p=section&a=details&id=41421,smwhacks,"['kaizo', 'platformer', 'smwc-waiting']",['e8d103f734a086881b7bfae0976d2bced6bae8d4.bps'],['e8d103f734a086881b7bfae0976d2bced6bae8d4.json'],1IsiPjCMaPMn2MsuefNyZatPu2J3ih8pfAz2-YjfKuc
,1768351812,,41420,Valuable and Beautiful [SMWC-Waiting 2026-01-14],No,Yes,No,CarlSagan42,CarlSagan42,CarlSagan42,Kaizo: Master (diff_6) (kaizo),11 exit(s),Kaizo,Master,,/?p=section&a=details&id=41420,smwhacks,['smwc-waiting'],['d395e4c761df5e2d568fdc14b96641188cf61ea4.bps'],['d395e4c761df5e2d568fdc14b96641188cf61ea4.json'],oNYoZAZiDS9y96qpesOSohgP3Vn6HkXKV1gLKjbdvwc
,1768111912,,41413,Lost Paths [SMWC-Waiting 2026-01-11],No,No,No,Chuycraft,Chuycraft,Chuycraft,Standard: Advanced (diff_4) (standard),80 exit(s),Standard,Advanced,photosensitivity,/?p=section&a=details&id=41413,smwhacks,"['bosses', 'custom music', 'gimmick', 'traditional', 'smwc-waiting']",['bee09c6ea62348ce63552929f815f29c144283f1.bps'],['bee09c6ea62348ce63552929f815f29c144283f1.json'],Msk77nbpDaDQ_tLN8rhQjdlpB9fklbqWFGXZbQIyF18
,1768028074,,41409,Song's to Die to [SMWC-Waiting 2026-01-10],No,No,No,YukiHidden,YukiHidden,YukiHidden,Kaizo: Advanced (diff_4) (kaizo),4 exit(s),Kaizo,Advanced,photosensitivity,/?p=section&a=details&id=41409,smwhacks,['smwc-waiting'],['bd6d79c1a2e38dbba22b34000457afb7505cd596.bps'],['bd6d79c1a2e38dbba22b34000457afb7505cd596.json'],tRem5VYdzrb72omUyPfaPbs4WWPPicrv7oLk_5V0boA
,1767776513,,41390,Tis A Silly Place [SMWC-Waiting 2026-01-07],No,Yes,Yes,CarlSagan42,CarlSagan42,CarlSagan42,Standard: Casual (diff_2) (standard),1 exit(s),Standard,Casual,suggestive_content,/?p=section&a=details&id=41390,smwhacks,['smwc-waiting'],['748869f7c10115c64944a59b52e4ac649c1a6304.bps'],['748869f7c10115c64944a59b52e4ac649c1a6304.json'],WMLcF6nUijydSytZtd_jJTzYOFBA0Fh-Ne_VB4Fj34Q
,1767256778,,41363,Super Fern World [SMWC-Waiting 2026-01-01],No,No,No,Fernchess,Fernchess,Fernchess,Standard: Casual (diff_2) (standard),5 exit(s),Standard,Casual,photosensitivity,/?p=section&a=details&id=41363,smwhacks,"['troll', 'smwc-waiting']",['c2564fb32ebdd1851ed8ebc12331a22ad10c433b.bps'],['c2564fb32ebdd1851ed8ebc12331a22ad10c433b.json'],capKO1DkXEver_KniTg_ePWjjSeXvQu3Q_iolVuW7ok
,1767235210,,41362,Big Bad Danger Mountain [SMWC-Waiting 2026-01-01],No,No,No,Gwusbwth,Gwusbwth,Gwusbwth,Standard: Intermediate (diff_3) (standard),5 exit(s),Standard,Intermediate,,/?p=section&a=details&id=41362,smwhacks,['smwc-waiting'],['e8da924ac33e61d322a07c7fbfe02f128f6b8bef.bps'],['e8da924ac33e61d322a07c7fbfe02f128f6b8bef.json'],EpIYtrWeRD0hRqdV0XYy60HJa3pc4A9YgGBP4z4cI8o
,,15 Nov 2020,25178,My First Romhack,,,,,SMWCustomizer,,,,,Standard: Normal,,/?p=section&a=details&id=25178,,,['aee77359151c4418d761ccfbe55ff5827d47ff79.bps'],['aee77359151c4418d761ccfbe55ff5827d47ff79.json'],
